customer_id,loan_id,loan_type,loan_amount,interest_rate,loan_term,employment_type,income_level,credit_score,gender,marital_status,education_level,application_date,approval_date,disbursement_date,due_date,default_status
CUST-00004772,LN00002996,Education Loan,63856,0.080690041,27,Full-time,Low,377,Female,Married,High School,23-11-2020,26-11-2020,10-12-2020,25-01-2021,FALSE
CUST-00004486,LN00004424,Personal Loan,94105,0.066430784,33,Part-time,Low,813,Male,Divorced,Bachelor,03-03-2018,29-03-2018,08-04-2018,31-05-2018,FALSE
CUST-00002110,LN00001666,Car Loan,89858,0.097591353,31,Self-employed,High,620,Female,Single,Master,20-03-2019,03-04-2019,08-04-2019,12-09-2019,FALSE
CUST-00003061,LN00002909,Car Loan,20065,0.089981252,24,Self-employed,Low,589,Female,Married,PhD,15-07-2018,06-08-2018,10-08-2018,08-12-2018,FALSE
CUST-00001609,LN00001258,Education Loan,84460,0.109118262,31,Full-time,Medium,596,Female,Married,Bachelor,28-03-2018,22-04-2018,26-04-2018,14-09-2018,FALSE
CUST-00002525,LN00001545,Personal Loan,89092,0.066825154,13,Self-employed,High,774,Female,Married,High School,09-06-2020,14-06-2020,23-06-2020,12-10-2020,TRUE
CUST-00004416,LN00001906,Home Loan,55693,0.074329882,46,Full-time,Medium,322,Male,Married,High School,17-07-2022,23-07-2022,04-08-2022,27-11-2022,FALSE
CUST-00000690,LN00003680,Education Loan,27962,0.083471689,58,Self-employed,Medium,471,Female,Single,High School,01-07-2021,19-07-2021,21-07-2021,25-08-2021,FALSE
CUST-00002100,LN00001816,Car Loan,29295,0.089697343,30,Full-time,Medium,617,Female,Single,Master,24-02-2021,09-03-2021,19-03-2021,15-05-2021,FALSE
CUST-00004753,LN00002277,Personal Loan,14807,0.076764985,56,Part-time,Medium,492,Female,Divorced,Master,31-03-2021,14-04-2021,28-04-2021,10-09-2021,FALSE
CUST-00004924,LN00003317,Home Loan,43348,0.066905584,48,Full-time,Low,417,Female,Single,PhD,13-07-2020,02-08-2020,13-08-2020,06-02-2021,FALSE
CUST-00001101,LN00001451,Home Loan,27432,0.093221113,17,Self-employed,High,305,Male,Single,High School,01-09-2021,16-09-2021,20-09-2021,17-02-2022,TRUE
CUST-00000119,LN00002048,Car Loan,84285,0.09081703,25,Full-time,Low,782,Male,Married,PhD,21-06-2018,12-07-2018,25-07-2018,17-01-2019,TRUE
CUST-00002769,LN00004840,Car Loan,92792,0.066255888,15,Part-time,High,431,Male,Divorced,High School,03-02-2019,17-02-2019,28-02-2019,06-04-2019,FALSE
CUST-00000506,LN00003545,Car Loan,58854,0.100331642,33,Part-time,Low,392,Male,Divorced,Bachelor,23-03-2020,18-04-2020,23-04-2020,09-06-2020,FALSE
CUST-00002201,LN00004907,Car Loan,41262,0.097552981,50,Self-employed,High,821,Male,Married,Bachelor,27-11-2018,02-12-2018,12-12-2018,16-02-2019,FALSE
CUST-00001042,LN00003635,Home Loan,38080,0.082014447,47,Self-employed,Medium,593,Female,Divorced,Bachelor,14-10-2021,19-10-2021,25-10-2021,31-12-2021,FALSE
CUST-00003136,LN00000174,Personal Loan,2324,0.081193968,45,Self-employed,Medium,691,Male,Single,High School,09-09-2018,03-10-2018,09-10-2018,09-11-2018,FALSE
CUST-00000497,LN00001099,Home Loan,92267,0.088310867,38,Part-time,Low,548,Male,Divorced,Bachelor,29-10-2020,03-11-2020,15-11-2020,06-05-2021,TRUE
CUST-00004175,LN00001123,Car Loan,36909,0.067074454,18,Part-time,Low,716,Female,Married,High School,02-02-2020,13-02-2020,22-02-2020,20-05-2020,FALSE
CUST-00000059,LN00002561,Personal Loan,90339,0.080450472,14,Self-employed,Medium,442,Male,Divorced,PhD,16-06-2021,17-06-2021,26-06-2021,08-10-2021,FALSE
CUST-00003133,LN00002043,Home Loan,20870,0.047714247,58,Part-time,Low,536,Male,Divorced,Master,04-02-2018,28-02-2018,07-03-2018,16-08-2018,FALSE
CUST-00003539,LN00003779,Personal Loan,35578,0.093146835,44,Part-time,Low,586,Male,Divorced,Bachelor,17-02-2020,20-02-2020,24-02-2020,08-07-2020,FALSE
CUST-00001654,LN00002177,Home Loan,73124,0.056577602,13,Self-employed,High,576,Male,Married,High School,28-06-2022,20-07-2022,02-08-2022,26-01-2023,FALSE
CUST-00001707,LN00002422,Personal Loan,27790,0.102551297,53,Part-time,High,686,Female,Single,High School,22-07-2020,27-07-2020,30-07-2020,18-11-2020,TRUE
CUST-00000244,LN00004332,Home Loan,26289,0.075048199,27,Self-employed,High,681,Male,Divorced,PhD,07-11-2021,01-12-2021,12-12-2021,30-05-2022,FALSE
CUST-00002256,LN00004838,Home Loan,56129,0.076824995,36,Part-time,Low,749,Male,Single,PhD,31-10-2019,09-11-2019,15-11-2019,05-04-2020,FALSE
CUST-00001675,LN00003773,Education Loan,94714,0.070583991,26,Full-time,Medium,590,Male,Single,Master,06-09-2022,04-10-2022,05-10-2022,23-01-2023,FALSE
CUST-00002693,LN00001693,Car Loan,95246,0.075679417,35,Full-time,Medium,468,Male,Single,PhD,11-12-2019,29-12-2019,05-01-2020,11-04-2020,FALSE
CUST-00000039,LN00000291,Education Loan,16485,0.10127797,26,Part-time,Medium,742,Male,Divorced,Master,13-10-2022,05-11-2022,08-11-2022,26-12-2022,FALSE
CUST-00003248,LN00003932,Home Loan,45482,0.04268287,42,Part-time,Medium,483,Female,Single,Master,31-12-2019,04-01-2020,13-01-2020,08-05-2020,FALSE
CUST-00001616,LN00001419,Car Loan,87188,0.099154481,25,Full-time,High,344,Male,Divorced,PhD,09-05-2021,14-05-2021,14-05-2021,09-07-2021,TRUE
CUST-00000020,LN00001989,Home Loan,5748,0.085070352,25,Self-employed,High,567,Male,Divorced,Master,10-06-2021,23-06-2021,24-06-2021,16-11-2021,TRUE
CUST-00000221,LN00000568,Education Loan,87769,0.061894675,17,Self-employed,Low,775,Female,Divorced,Bachelor,20-09-2019,04-10-2019,18-10-2019,11-03-2020,FALSE
CUST-00003772,LN00003039,Personal Loan,10435,0.063870314,25,Full-time,Medium,552,Female,Single,Master,28-02-2022,18-03-2022,18-03-2022,31-05-2022,FALSE
CUST-00000251,LN00002346,Personal Loan,4709,0.105145895,28,Self-employed,Low,695,Male,Divorced,High School,18-03-2018,05-04-2018,09-04-2018,25-07-2018,TRUE
CUST-00004308,LN00003144,Car Loan,31355,0.065817397,29,Self-employed,Medium,588,Female,Married,High School,26-05-2021,01-06-2021,01-06-2021,06-09-2021,TRUE
CUST-00004515,LN00002304,Education Loan,56771,0.062699742,31,Full-time,Medium,511,Male,Married,High School,09-01-2019,30-01-2019,09-02-2019,05-06-2019,FALSE
CUST-00000507,LN00000309,Education Loan,58799,0.097059718,28,Full-time,Low,320,Male,Married,PhD,22-02-2018,11-03-2018,24-03-2018,28-05-2018,FALSE
CUST-00004742,LN00002139,Home Loan,14116,0.085078293,27,Part-time,High,615,Male,Divorced,High School,08-06-2022,03-07-2022,14-07-2022,23-12-2022,TRUE
CUST-00000869,LN00002197,Car Loan,26470,0.065931116,51,Full-time,Low,737,Male,Married,PhD,15-09-2018,13-10-2018,21-10-2018,16-12-2018,FALSE
CUST-00003991,LN00000462,Personal Loan,43344,0.083249375,50,Full-time,Low,722,Female,Divorced,High School,12-05-2018,23-05-2018,02-06-2018,28-07-2018,FALSE
CUST-00004588,LN00004731,Education Loan,43918,0.06461371,43,Self-employed,Medium,532,Female,Divorced,Master,01-10-2022,08-10-2022,22-10-2022,23-02-2023,FALSE
CUST-00001170,LN00003821,Home Loan,53224,0.096512321,55,Self-employed,High,422,Female,Divorced,PhD,16-12-2022,12-01-2023,22-01-2023,07-05-2023,FALSE
CUST-00000740,LN00004733,Car Loan,40298,0.095920564,20,Part-time,Low,513,Female,Single,High School,19-11-2021,09-12-2021,12-12-2021,24-05-2022,FALSE
CUST-00001791,LN00000646,Education Loan,81219,0.087980093,38,Self-employed,High,339,Male,Married,Master,18-08-2019,09-09-2019,18-09-2019,01-01-2020,FALSE
CUST-00000424,LN00004614,Education Loan,62629,0.085424916,57,Self-employed,High,631,Male,Divorced,PhD,16-07-2020,18-07-2020,20-07-2020,24-12-2020,TRUE
CUST-00003056,LN00001397,Personal Loan,67040,0.106417822,44,Self-employed,High,481,Male,Married,Master,06-09-2018,20-09-2018,03-10-2018,23-03-2019,FALSE
CUST-00004388,LN00003269,Education Loan,29016,0.079995295,21,Full-time,High,564,Female,Married,Master,02-02-2019,11-02-2019,19-02-2019,11-04-2019,TRUE
CUST-00002204,LN00004286,Personal Loan,24960,0.062271888,28,Self-employed,Medium,832,Male,Single,Master,10-03-2018,30-03-2018,02-04-2018,15-07-2018,FALSE
CUST-00001984,LN00003875,Education Loan,34591,0.086742109,47,Full-time,Medium,731,Male,Married,PhD,09-07-2020,05-08-2020,05-08-2020,16-12-2020,FALSE
CUST-00003923,LN00004175,Home Loan,83848,0.111290706,28,Self-employed,Medium,495,Male,Divorced,PhD,16-10-2019,03-11-2019,04-11-2019,24-01-2020,TRUE
CUST-00002398,LN00001571,Home Loan,68641,0.064778608,29,Full-time,Medium,808,Female,Divorced,Bachelor,17-12-2021,28-12-2021,31-12-2021,12-05-2022,FALSE
CUST-00001958,LN00000816,Home Loan,37395,0.074578058,34,Self-employed,Medium,746,Female,Married,Bachelor,14-10-2019,16-10-2019,26-10-2019,05-03-2020,FALSE
CUST-00004339,LN00001906,Car Loan,23700,0.086246691,45,Part-time,Low,827,Female,Married,Bachelor,02-08-2020,29-08-2020,29-08-2020,26-01-2021,FALSE
CUST-00001790,LN00004168,Car Loan,35620,0.079191427,19,Part-time,High,501,Female,Single,Bachelor,06-12-2018,19-12-2018,24-12-2018,09-04-2019,FALSE
CUST-00000585,LN00002091,Home Loan,21559,0.065265446,24,Part-time,Medium,432,Male,Divorced,PhD,09-01-2019,25-01-2019,31-01-2019,07-03-2019,FALSE
CUST-00003201,LN00004899,Home Loan,94045,0.096827868,34,Self-employed,High,438,Male,Married,Bachelor,03-06-2020,29-06-2020,29-06-2020,23-12-2020,FALSE
CUST-00001343,LN00003205,Home Loan,94396,0.114800611,31,Part-time,Medium,792,Male,Married,High School,21-07-2021,23-07-2021,28-07-2021,19-10-2021,FALSE
CUST-00004191,LN00003871,Personal Loan,62642,0.082941972,33,Full-time,Medium,369,Male,Divorced,Bachelor,14-09-2018,20-09-2018,22-09-2018,23-10-2018,FALSE
CUST-00004397,LN00001130,Home Loan,77539,0.066438976,58,Part-time,Low,314,Female,Married,High School,31-05-2019,26-06-2019,02-07-2019,11-10-2019,TRUE
CUST-00001209,LN00002056,Car Loan,22732,0.056765592,34,Part-time,High,511,Male,Single,High School,15-07-2021,08-08-2021,18-08-2021,16-12-2021,TRUE
CUST-00002823,LN00001798,Personal Loan,92362,0.08386964,52,Part-time,Medium,359,Male,Married,Master,12-10-2021,28-10-2021,29-10-2021,04-04-2022,FALSE
CUST-00003694,LN00003415,Home Loan,31354,0.09655816,46,Part-time,Medium,551,Female,Married,Master,26-04-2020,10-05-2020,11-05-2020,19-10-2020,FALSE
CUST-00002448,LN00002485,Car Loan,14843,0.087127516,14,Full-time,Low,745,Male,Single,Master,04-11-2018,23-11-2018,07-12-2018,03-04-2019,FALSE
CUST-00004786,LN00000689,Personal Loan,72726,0.079963942,45,Part-time,High,301,Male,Single,Bachelor,25-08-2019,03-09-2019,13-09-2019,16-01-2020,FALSE
CUST-00001166,LN00003464,Personal Loan,18640,0.071160925,44,Self-employed,High,635,Female,Single,PhD,31-03-2022,06-04-2022,20-04-2022,13-10-2022,FALSE
CUST-00004757,LN00000576,Car Loan,53528,0.063617546,57,Part-time,Medium,318,Female,Divorced,High School,30-07-2022,20-08-2022,23-08-2022,02-11-2022,FALSE
CUST-00002306,LN00004996,Car Loan,39413,0.09252127,28,Self-employed,Low,377,Male,Married,PhD,02-01-2020,21-01-2020,31-01-2020,07-06-2020,TRUE
CUST-00001063,LN00003011,Personal Loan,53638,0.093706574,56,Self-employed,Low,771,Male,Married,PhD,27-12-2022,22-01-2023,29-01-2023,19-04-2023,TRUE
CUST-00004401,LN00003903,Car Loan,53736,0.056814053,30,Part-time,Medium,327,Male,Single,Bachelor,14-09-2022,16-09-2022,18-09-2022,20-10-2022,FALSE
CUST-00003355,LN00004816,Personal Loan,69866,0.103847585,41,Part-time,High,464,Male,Divorced,PhD,06-05-2019,27-05-2019,03-06-2019,08-08-2019,FALSE
CUST-00001848,LN00004322,Personal Loan,20087,0.088611068,34,Self-employed,Medium,757,Male,Single,PhD,01-10-2019,15-10-2019,21-10-2019,11-12-2019,FALSE
CUST-00000526,LN00003871,Personal Loan,42430,0.10099392,26,Full-time,High,475,Female,Married,Master,30-09-2019,19-10-2019,23-10-2019,03-03-2020,FALSE
CUST-00004503,LN00002840,Personal Loan,25504,0.059868084,25,Full-time,Low,328,Male,Divorced,Master,08-12-2019,12-12-2019,26-12-2019,01-05-2020,FALSE
CUST-00001383,LN00003075,Home Loan,8114,0.059512638,13,Part-time,Medium,578,Male,Divorced,High School,17-07-2018,18-07-2018,29-07-2018,22-11-2018,TRUE
CUST-00004982,LN00004641,Car Loan,79859,0.07776546,50,Full-time,Medium,582,Male,Married,High School,06-10-2021,14-10-2021,17-10-2021,16-01-2022,FALSE
CUST-00004969,LN00002526,Home Loan,11975,0.087541766,29,Full-time,Medium,778,Male,Divorced,Master,26-05-2021,12-06-2021,25-06-2021,28-08-2021,FALSE
CUST-00004107,LN00003482,Home Loan,12023,0.106945412,17,Part-time,High,818,Male,Divorced,Bachelor,28-10-2020,09-11-2020,18-11-2020,15-01-2021,TRUE
CUST-00002723,LN00002018,Home Loan,22447,0.090591184,43,Self-employed,High,604,Male,Single,Bachelor,08-06-2021,27-06-2021,06-07-2021,09-10-2021,FALSE
CUST-00001988,LN00003379,Home Loan,91469,0.076359781,32,Self-employed,Low,408,Male,Divorced,High School,23-09-2022,16-10-2022,17-10-2022,20-03-2023,FALSE
CUST-00004068,LN00003286,Personal Loan,24959,0.064604462,51,Full-time,High,623,Male,Single,Master,21-01-2021,27-01-2021,04-02-2021,24-04-2021,FALSE
CUST-00004105,LN00003102,Personal Loan,67203,0.098450009,39,Self-employed,High,505,Male,Divorced,Bachelor,19-10-2019,22-10-2019,25-10-2019,07-12-2019,TRUE
CUST-00004124,LN00004515,Personal Loan,30703,0.065529419,38,Part-time,Medium,533,Female,Single,PhD,16-01-2018,23-01-2018,27-01-2018,14-04-2018,TRUE
CUST-00000686,LN00003609,Education Loan,10337,0.104427028,13,Full-time,Low,757,Female,Single,High School,07-07-2022,02-08-2022,03-08-2022,15-10-2022,TRUE
CUST-00002550,LN00001052,Personal Loan,47427,0.07573423,44,Self-employed,Low,486,Male,Divorced,High School,04-05-2021,09-05-2021,10-05-2021,19-08-2021,FALSE
CUST-00004678,LN00004705,Home Loan,62529,0.103858731,27,Full-time,Medium,781,Male,Single,PhD,24-06-2020,17-07-2020,18-07-2020,23-12-2020,FALSE
CUST-00003867,LN00000087,Education Loan,85665,0.090183969,50,Self-employed,High,706,Male,Married,PhD,09-04-2019,12-04-2019,21-04-2019,23-05-2019,FALSE
CUST-00002826,LN00003098,Education Loan,32921,0.077945068,33,Full-time,High,808,Male,Married,High School,03-07-2020,07-07-2020,08-07-2020,02-12-2020,FALSE
CUST-00003735,LN00004809,Education Loan,34307,0.072209054,54,Self-employed,Medium,819,Male,Divorced,PhD,28-03-2020,16-04-2020,24-04-2020,29-08-2020,FALSE
CUST-00001242,LN00002440,Personal Loan,28355,0.074886382,58,Self-employed,Medium,352,Male,Divorced,Bachelor,13-05-2021,04-06-2021,16-06-2021,01-09-2021,FALSE
CUST-00003501,LN00001278,Home Loan,5835,0.08642475,24,Part-time,High,697,Female,Divorced,High School,07-04-2020,26-04-2020,07-05-2020,09-10-2020,FALSE
CUST-00001662,LN00000520,Personal Loan,21159,0.081157347,13,Part-time,Low,498,Male,Married,Bachelor,03-08-2019,23-08-2019,27-08-2019,04-10-2019,FALSE
CUST-00002051,LN00000387,Car Loan,48605,0.071092829,25,Part-time,Medium,690,Female,Divorced,High School,24-02-2021,04-03-2021,14-03-2021,28-05-2021,FALSE
CUST-00004139,LN00000014,Education Loan,39088,0.077515529,49,Full-time,High,797,Female,Divorced,Bachelor,09-06-2018,16-06-2018,21-06-2018,16-09-2018,TRUE
CUST-00003262,LN00004187,Car Loan,79752,0.081178655,52,Full-time,Medium,471,Female,Single,Master,05-03-2022,06-03-2022,09-03-2022,22-04-2022,FALSE
CUST-00004138,LN00003476,Education Loan,56284,0.048068989,39,Full-time,Low,385,Female,Divorced,Bachelor,29-01-2022,04-02-2022,05-02-2022,03-07-2022,FALSE
CUST-00003844,LN00003577,Education Loan,58043,0.086872522,18,Self-employed,Low,485,Female,Married,PhD,27-04-2020,24-05-2020,26-05-2020,15-11-2020,FALSE
CUST-00004826,LN00000004,Car Loan,36547,0.065304182,29,Self-employed,High,455,Female,Married,Master,13-05-2019,30-05-2019,12-06-2019,03-11-2019,TRUE
CUST-00001982,LN00003070,Car Loan,98007,0.062700014,52,Self-employed,Low,792,Female,Divorced,High School,11-01-2022,20-01-2022,22-01-2022,07-04-2022,FALSE
CUST-00000648,LN00003291,Personal Loan,83844,0.054689835,47,Full-time,Medium,820,Female,Married,Bachelor,09-04-2019,11-04-2019,25-04-2019,03-08-2019,FALSE
CUST-00003924,LN00003660,Car Loan,28532,0.053091613,52,Part-time,Low,429,Female,Single,High School,08-12-2018,24-12-2018,03-01-2019,08-03-2019,TRUE
CUST-00002705,LN00004892,Car Loan,35349,0.059668287,47,Full-time,High,380,Male,Single,Master,23-05-2019,24-05-2019,03-06-2019,06-09-2019,FALSE
CUST-00001983,LN00003939,Home Loan,46445,0.069364686,55,Full-time,Medium,683,Male,Divorced,PhD,15-08-2022,17-08-2022,26-08-2022,20-11-2022,TRUE
CUST-00001929,LN00004312,Car Loan,6713,0.109298887,15,Part-time,Low,594,Female,Divorced,PhD,31-07-2021,04-08-2021,11-08-2021,30-12-2021,FALSE
CUST-00002558,LN00001603,Personal Loan,57178,0.072111805,41,Part-time,Low,568,Female,Single,PhD,31-05-2018,12-06-2018,19-06-2018,21-08-2018,FALSE
CUST-00004133,LN00004800,Education Loan,50407,0.082666252,35,Full-time,Low,834,Female,Single,High School,18-10-2020,30-10-2020,13-11-2020,12-01-2021,FALSE
CUST-00002020,LN00004827,Education Loan,71340,0.086007221,31,Self-employed,High,677,Male,Divorced,PhD,29-07-2019,03-08-2019,08-08-2019,18-09-2019,FALSE
CUST-00000823,LN00003974,Home Loan,51990,0.081965978,57,Self-employed,High,675,Male,Married,PhD,04-06-2020,17-06-2020,27-06-2020,29-09-2020,TRUE
CUST-00004675,LN00002543,Personal Loan,76672,0.078838348,42,Part-time,Low,387,Female,Divorced,High School,13-06-2020,05-07-2020,17-07-2020,22-12-2020,FALSE
CUST-00002565,LN00001643,Education Loan,66545,0.062070594,35,Full-time,Medium,410,Female,Divorced,High School,27-11-2019,01-12-2019,10-12-2019,27-03-2020,FALSE
CUST-00002833,LN00001490,Home Loan,85791,0.101763913,18,Self-employed,Low,453,Female,Divorced,Master,01-08-2018,21-08-2018,31-08-2018,13-10-2018,FALSE
CUST-00001021,LN00004059,Education Loan,59141,0.10710795,37,Self-employed,Medium,762,Female,Divorced,PhD,08-08-2019,03-09-2019,10-09-2019,24-02-2020,FALSE
CUST-00001082,LN00003234,Personal Loan,24793,0.05476012,24,Part-time,Medium,455,Female,Divorced,Master,07-09-2021,30-09-2021,02-10-2021,06-01-2022,FALSE
CUST-00002023,LN00001696,Car Loan,57570,0.064639571,19,Full-time,High,617,Female,Divorced,Bachelor,06-03-2020,06-03-2020,12-03-2020,03-07-2020,FALSE
CUST-00004209,LN00001387,Home Loan,96084,0.075802845,16,Part-time,Low,537,Male,Divorced,Bachelor,28-10-2019,05-11-2019,09-11-2019,14-04-2020,FALSE
CUST-00003676,LN00004793,Car Loan,38892,0.065531933,55,Full-time,High,633,Male,Married,Bachelor,07-07-2018,09-07-2018,22-07-2018,09-10-2018,TRUE
CUST-00002884,LN00001198,Personal Loan,2015,0.087589483,24,Full-time,Low,405,Male,Divorced,Bachelor,15-05-2022,10-06-2022,18-06-2022,13-11-2022,TRUE
CUST-00001780,LN00002286,Personal Loan,62813,0.069075917,40,Full-time,Medium,781,Female,Single,High School,07-02-2020,12-02-2020,20-02-2020,26-07-2020,FALSE
CUST-00001820,LN00000988,Education Loan,28712,0.112475841,31,Full-time,High,681,Female,Divorced,Master,13-09-2020,16-09-2020,20-09-2020,27-01-2021,FALSE
CUST-00004697,LN00003990,Education Loan,9415,0.097858229,25,Full-time,High,560,Male,Married,Master,02-07-2018,03-07-2018,08-07-2018,05-11-2018,FALSE
CUST-00004538,LN00002960,Home Loan,63292,0.08318861,43,Full-time,High,592,Male,Single,High School,19-01-2019,17-02-2019,17-02-2019,12-07-2019,TRUE
CUST-00003762,LN00001262,Education Loan,24833,0.095404794,38,Self-employed,Medium,634,Female,Divorced,Bachelor,25-01-2018,23-02-2018,06-03-2018,15-04-2018,FALSE
CUST-00000228,LN00004726,Education Loan,5158,0.096588506,36,Self-employed,High,775,Male,Divorced,Master,05-07-2020,20-07-2020,02-08-2020,09-01-2021,FALSE
CUST-00000874,LN00001256,Personal Loan,63680,0.071540788,15,Self-employed,Low,524,Male,Single,PhD,10-04-2022,08-05-2022,19-05-2022,27-06-2022,FALSE
CUST-00003651,LN00000588,Personal Loan,21309,0.067756741,32,Self-employed,Low,753,Male,Divorced,High School,30-08-2021,04-09-2021,17-09-2021,06-12-2021,FALSE
CUST-00004767,LN00001541,Home Loan,7970,0.081172146,29,Full-time,Medium,595,Male,Married,High School,07-02-2018,20-02-2018,23-02-2018,25-04-2018,FALSE
CUST-00003429,LN00000794,Car Loan,73474,0.092924542,50,Self-employed,High,762,Female,Divorced,PhD,29-10-2018,07-11-2018,21-11-2018,02-03-2019,FALSE
CUST-00001292,LN00003917,Home Loan,87704,0.082085906,26,Full-time,Low,513,Female,Married,Bachelor,24-10-2021,16-11-2021,16-11-2021,31-01-2022,FALSE
CUST-00004791,LN00002021,Personal Loan,47540,0.056345053,49,Part-time,High,457,Female,Divorced,Bachelor,10-04-2018,13-04-2018,16-04-2018,28-05-2018,FALSE
CUST-00002917,LN00000119,Personal Loan,21384,0.067957633,59,Part-time,Low,571,Female,Single,Master,12-11-2021,05-12-2021,16-12-2021,16-05-2022,FALSE
CUST-00001028,LN00001214,Home Loan,19017,0.078890407,35,Self-employed,Medium,537,Male,Married,PhD,21-10-2019,27-10-2019,27-10-2019,31-01-2020,FALSE
CUST-00003550,LN00000614,Home Loan,76880,0.078865016,19,Full-time,Low,602,Male,Divorced,Master,22-03-2019,07-04-2019,19-04-2019,10-07-2019,FALSE
CUST-00000121,LN00004582,Car Loan,9702,0.109588133,39,Self-employed,Low,820,Male,Divorced,Bachelor,21-12-2022,25-12-2022,07-01-2023,30-03-2023,FALSE
CUST-00000742,LN00004418,Personal Loan,1384,0.059210181,32,Full-time,Low,620,Female,Single,Master,15-04-2019,28-04-2019,07-05-2019,26-10-2019,FALSE
CUST-00003882,LN00004235,Education Loan,1404,0.087583839,27,Self-employed,Medium,358,Female,Single,PhD,24-02-2018,11-03-2018,14-03-2018,11-08-2018,TRUE
CUST-00001510,LN00003474,Personal Loan,41943,0.102336697,27,Part-time,Low,657,Female,Married,PhD,28-02-2022,07-03-2022,12-03-2022,22-05-2022,FALSE
CUST-00001243,LN00003298,Education Loan,48926,0.114071746,46,Part-time,Medium,550,Female,Married,PhD,07-08-2019,22-08-2019,30-08-2019,27-10-2019,FALSE
CUST-00004790,LN00001290,Education Loan,30189,0.073934039,28,Self-employed,Medium,735,Male,Married,Bachelor,25-01-2020,30-01-2020,31-01-2020,16-04-2020,FALSE
CUST-00004353,LN00002381,Education Loan,13763,0.087371442,20,Self-employed,Low,445,Female,Divorced,High School,07-05-2018,31-05-2018,01-06-2018,30-07-2018,FALSE
CUST-00002091,LN00000224,Car Loan,19384,0.088546405,46,Full-time,High,651,Male,Divorced,High School,06-09-2021,16-09-2021,21-09-2021,20-02-2022,FALSE
CUST-00002918,LN00004668,Home Loan,61100,0.082932226,40,Part-time,Low,544,Male,Married,High School,25-11-2022,17-12-2022,27-12-2022,08-02-2023,TRUE
CUST-00003782,LN00002824,Education Loan,99142,0.078517322,50,Self-employed,Medium,600,Male,Divorced,Master,27-12-2020,28-12-2020,06-01-2021,24-04-2021,FALSE
CUST-00001713,LN00003015,Home Loan,10860,0.086539631,29,Full-time,High,737,Female,Single,PhD,20-11-2021,20-11-2021,01-12-2021,20-04-2022,FALSE
CUST-00002636,LN00002641,Education Loan,81642,0.042016309,23,Part-time,Low,399,Female,Divorced,Bachelor,02-06-2018,29-06-2018,11-07-2018,07-10-2018,FALSE
CUST-00003765,LN00004905,Car Loan,51612,0.090231042,30,Full-time,Low,779,Male,Married,High School,18-03-2021,26-03-2021,31-03-2021,17-08-2021,FALSE
CUST-00000594,LN00000987,Education Loan,24574,0.081892669,59,Part-time,Low,714,Male,Divorced,High School,27-11-2021,25-12-2021,05-01-2022,20-05-2022,FALSE
CUST-00001034,LN00001024,Home Loan,24524,0.076662877,33,Part-time,Low,464,Female,Single,Master,14-08-2018,18-08-2018,20-08-2018,21-11-2018,FALSE
CUST-00002840,LN00001544,Car Loan,70172,0.110702933,26,Full-time,Low,601,Female,Married,Master,17-04-2020,18-04-2020,19-04-2020,01-07-2020,FALSE
CUST-00000212,LN00001273,Home Loan,11916,0.06987599,12,Full-time,High,420,Female,Married,High School,23-11-2019,19-12-2019,01-01-2020,13-02-2020,FALSE
CUST-00001406,LN00001780,Home Loan,5809,0.07395386,13,Part-time,Low,387,Female,Married,PhD,26-08-2021,08-09-2021,10-09-2021,08-01-2022,FALSE
CUST-00003812,LN00001701,Home Loan,33201,0.1098733,19,Part-time,Medium,516,Male,Married,PhD,23-02-2019,23-03-2019,03-04-2019,15-06-2019,TRUE
CUST-00003077,LN00003931,Education Loan,54330,0.06751908,33,Full-time,Medium,478,Male,Divorced,Master,30-05-2019,18-06-2019,29-06-2019,27-09-2019,FALSE
CUST-00000922,LN00002235,Car Loan,14456,0.071748271,36,Self-employed,High,462,Male,Single,Master,16-10-2018,10-11-2018,13-11-2018,14-12-2018,FALSE
CUST-00002040,LN00004345,Car Loan,57397,0.077794619,13,Full-time,Medium,469,Male,Divorced,PhD,20-07-2018,01-08-2018,13-08-2018,29-11-2018,TRUE
CUST-00002200,LN00003199,Car Loan,39765,0.092611017,20,Self-employed,High,600,Male,Divorced,Master,23-03-2022,03-04-2022,06-04-2022,18-07-2022,TRUE
CUST-00004063,LN00003160,Personal Loan,35816,0.083117038,20,Full-time,Medium,673,Male,Married,Master,22-05-2020,12-06-2020,18-06-2020,26-07-2020,FALSE
CUST-00003239,LN00003984,Personal Loan,46106,0.06061062,24,Self-employed,High,502,Female,Single,PhD,29-10-2019,06-11-2019,09-11-2019,19-04-2020,FALSE
CUST-00001494,LN00001024,Car Loan,54932,0.072017472,17,Self-employed,Low,346,Male,Divorced,PhD,08-02-2020,02-03-2020,11-03-2020,16-06-2020,FALSE
CUST-00004174,LN00003840,Education Loan,18100,0.070889684,41,Part-time,Medium,762,Female,Single,Bachelor,17-06-2018,22-06-2018,05-07-2018,04-10-2018,FALSE
CUST-00004508,LN00000826,Personal Loan,58091,0.078841684,26,Full-time,Medium,707,Female,Single,Master,02-07-2020,05-07-2020,10-07-2020,21-12-2020,FALSE
CUST-00001578,LN00002737,Education Loan,22949,0.086387655,26,Full-time,High,493,Male,Single,Master,26-08-2022,24-09-2022,29-09-2022,12-02-2023,FALSE
